age,annual_income,loan_amount,credit_history_years,existing_loans,credit_score,debt_to_income_ratio,employment_type,late_payments_last_year,defaulted
37,776445.0,192829.0,7,3,673.0,0.184,Salaried,1,0
28,912520.0,386627.0,24,0,732.0,0.051,Salaried,0,0
42,406579.0,349008.0,0,2,828.0,0.3,Business Owner,0,0
36,1040087.0,134969.0,18,2,687.0,0.092,Self-Employed,0,0
56,634226.0,328267.0,8,1,747.0,0.125,Salaried,1,0
62,721659.0,122660.0,20,4,625.0,0.242,Self-Employed,1,0
22,496490.0,280322.0,19,2,797.0,0.229,Salaried,1,0
24,481143.0,414135.0,13,4,858.0,0.436,Salaried,0,0
41,931651.0,268779.0,8,2,709.0,0.12,Self-Employed,0,0
50,567093.0,168335.0,24,2,656.0,0.177,Business Owner,0,0
26,593052.0,241342.0,14,4,687.0,0.319,Business Owner,0,1
40,871416.0,275664.0,17,1,804.0,0.084,Salaried,0,0
41,996215.0,352872.0,14,3,585.0,0.163,Business Owner,0,1
47,286117.0,20000.0,10,3,783.0,0.428,Salaried,0,0
55,575415.0,28277.0,8,1,605.0,0.075,Salaried,2,1
38,614862.0,374875.0,1,0,618.0,0.073,Salaried,0,0
24,1017537.0,284212.0,18,2,704.0,0.112,Salaried,2,0
26,1161567.0,302976.0,4,3,734.0,0.135,Salaried,1,0
50,607124.0,332734.0,12,0,759.0,0.066,Salaried,0,0
45,700890.0,276614.0,21,0,795.0,0.047,Business Owner,1,0
62,809820.0,233271.0,18,0,594.0,0.035,Self-Employed,0,0
21,873158.0,316487.0,23,0,689.0,0.043,Salaried,1,0
62,549306.0,398992.0,1,4,744.0,0.378,Business Owner,1,1
59,808992.0,350321.0,0,2,705.0,0.151,Salaried,1,0
54,466141.0,302639.0,23,0,772.0,0.078,Salaried,1,0
56,150000.0,144850.0,10,2,686.0,0.649,Self-Employed,2,1
27,316586.0,334402.0,5,0,660.0,0.127,Salaried,2,0
37,668610.0,127631.0,11,1,507.0,0.083,Salaried,1,1
27,794237.0,199479.0,20,2,536.0,0.131,Salaried,0,0
44,150000.0,321388.0,4,1,745.0,0.524,Salaried,0,1
39,223995.0,316588.0,20,2,593.0,0.527,Salaried,0,1
44,615800.0,461400.0,0,4,707.0,0.35,Self-Employed,2,1
55,150000.0,429946.0,13,0,734.0,0.344,Salaried,1,1
64,746630.0,371614.0,21,3,674.0,0.22,Salaried,0,1
58,851883.0,251183.0,14,2,763.0,0.129,Salaried,0,0
22,150000.0,297249.0,20,1,632.0,0.504,Business Owner,0,1
41,794122.0,263194.0,14,1,730.0,0.09,Business Owner,0,0
34,582895.0,556386.0,22,0,673.0,0.115,Salaried,0,0
48,938511.0,367448.0,14,4,566.0,0.217,Salaried,1,0
38,688331.0,202942.0,7,3,526.0,0.21,Salaried,0,0
40,573981.0,174084.0,17,1,668.0,0.106,Salaried,0,0
55,653580.0,483404.0,22,4,811.0,0.334,Salaried,1,0
55,834650.0,170481.0,11,0,774.0,0.025,Self-Employed,0,0
53,669848.0,353951.0,24,3,720.0,0.243,Self-Employed,0,0
33,637189.0,325993.0,19,1,746.0,0.124,Self-Employed,1,0
39,310341.0,457543.0,19,1,754.0,0.306,Salaried,0,0
40,735449.0,169916.0,5,4,664.0,0.245,Salaried,1,1
21,636029.0,368286.0,8,0,786.0,0.069,Salaried,1,0
45,1035254.0,329851.0,12,0,704.0,0.038,Business Owner,0,0
49,627015.0,418132.0,9,3,643.0,0.271,Business Owner,1,0
21,610987.0,501466.0,7,4,900.0,0.36,Business Owner,1,0
38,492234.0,315314.0,12,0,735.0,0.077,Self-Employed,3,1
30,790138.0,266976.0,20,0,673.0,0.041,Salaried,2,0
26,585784.0,430238.0,22,3,743.0,0.293,Self-Employed,2,0
62,475543.0,91582.0,9,3,587.0,0.275,Self-Employed,1,0
48,984553.0,328281.0,12,0,587.0,0.04,Salaried,0,0
62,1024165.0,154949.0,18,0,834.0,0.018,Self-Employed,1,0
40,531522.0,121518.0,10,1,732.0,0.103,Salaried,0,0
23,405672.0,66466.0,23,4,598.0,0.414,Salaried,0,1
34,880667.0,55473.0,1,0,555.0,0.008,Salaried,1,0
23,447665.0,423546.0,1,4,674.0,0.471,Business Owner,0,0
32,1255162.0,430010.0,8,0,600.0,0.041,Salaried,0,0
49,602257.0,316149.0,11,3,786.0,0.262,Self-Employed,0,1
43,844894.0,454227.0,5,1,530.0,0.112,Self-Employed,0,0
47,346148.0,305457.0,16,1,778.0,0.221,Salaried,1,0
31,624897.0,227697.0,11,1,601.0,0.108,Self-Employed,1,0
35,874132.0,141073.0,14,2,582.0,0.111,Self-Employed,0,0
38,729974.0,414973.0,11,3,684.0,0.233,Self-Employed,0,0
29,514366.0,421924.0,12,3,580.0,0.332,Salaried,0,0
62,1174849.0,488314.0,4,2,634.0,0.118,Business Owner,0,0
54,796418.0,183043.0,19,4,636.0,0.228,Salaried,0,0
42,582779.0,259657.0,2,4,488.0,0.328,Business Owner,0,1
48,499861.0,101732.0,5,2,586.0,0.184,Salaried,0,1
32,573826.0,471299.0,15,1,707.0,0.168,Self-Employed,1,0
52,931994.0,406738.0,4,4,515.0,0.224,Business Owner,0,1
43,463090.0,377862.0,6,2,571.0,0.271,Business Owner,0,1
23,640830.0,299617.0,15,4,606.0,0.306,Salaried,0,0
61,452441.0,280287.0,16,3,752.0,0.34,Business Owner,0,1
53,910925.0,248234.0,3,2,752.0,0.121,Self-Employed,0,0
59,597795.0,463996.0,14,2,798.0,0.227,Self-Employed,0,0
63,824377.0,208775.0,4,2,603.0,0.127,Business Owner,0,1
50,759205.0,434189.0,21,1,744.0,0.121,Self-Employed,1,0
58,505567.0,345110.0,3,1,698.0,0.161,Self-Employed,1,1
60,788733.0,153679.0,6,3,576.0,0.176,Business Owner,0,0
34,841667.0,88355.0,3,4,720.0,0.203,Self-Employed,1,0
54,380413.0,186845.0,24,4,678.0,0.48,Salaried,0,0
39,789485.0,297135.0,11,3,626.0,0.197,Business Owner,0,0
50,1420944.0,111336.0,21,4,593.0,0.122,Business Owner,0,0
61,568408.0,395667.0,10,4,550.0,0.365,Salaried,0,1
39,775505.0,471385.0,12,1,719.0,0.125,Business Owner,2,0
64,338853.0,383403.0,13,0,714.0,0.136,Salaried,1,0
27,735968.0,52122.0,8,2,656.0,0.117,Salaried,1,0
60,503975.0,20000.0,21,4,648.0,0.322,Business Owner,0,0
53,804046.0,431707.0,5,2,631.0,0.164,Self-Employed,1,0
22,622949.0,523819.0,15,2,739.0,0.229,Self-Employed,0,0
48,373634.0,243721.0,14,4,694.0,0.507,Salaried,2,1
58,877866.0,380370.0,21,0,537.0,0.052,Business Owner,3,1
63,586390.0,262879.0,4,1,686.0,0.122,Self-Employed,1,0
25,409356.0,208270.0,23,0,716.0,0.061,Salaried,2,0
35,648917.0,450292.0,8,1,631.0,0.145,Self-Employed,1,0
46,420134.0,221230.0,17,4,641.0,0.444,Salaried,1,0
59,721920.0,429186.0,1,3,632.0,0.238,Salaried,0,0
33,620215.0,558506.0,2,3,729.0,0.302,Self-Employed,1,0
30,552157.0,284836.0,16,4,647.0,0.352,Salaried,0,1
56,782123.0,580990.0,15,2,676.0,0.191,Self-Employed,0,0
62,350994.0,107994.0,15,4,686.0,0.493,Salaried,0,1
22,849849.0,439375.0,1,2,802.0,0.156,Self-Employed,2,0
64,189569.0,304331.0,16,0,559.0,0.193,Business Owner,0,1
49,990860.0,684353.0,4,1,865.0,0.123,Salaried,0,0
23,674666.0,309217.0,21,2,582.0,0.174,Business Owner,3,0
40,575766.0,184830.0,9,0,661.0,0.039,Business Owner,0,0
35,470994.0,544727.0,13,1,614.0,0.224,Salaried,0,1
39,755824.0,75209.0,22,3,689.0,0.171,Salaried,0,0
64,598897.0,368871.0,9,3,723.0,0.274,Salaried,0,0
54,594824.0,189374.0,7,0,865.0,0.038,Business Owner,0,0
63,863542.0,508633.0,6,2,774.0,0.163,Salaried,1,0
57,537933.0,287583.0,10,2,625.0,0.213,Salaried,1,1
50,581907.0,430776.0,13,1,697.0,0.158,Salaried,2,1
53,729783.0,297189.0,9,2,689.0,0.158,Business Owner,0,0
26,872696.0,138664.0,10,0,626.0,0.019,Salaried,1,0
27,601020.0,20000.0,20,2,727.0,0.137,Business Owner,1,0
21,669838.0,569187.0,10,4,701.0,0.341,Salaried,0,0
52,644626.0,337557.0,17,3,644.0,0.249,Self-Employed,1,0
31,799487.0,130900.0,6,4,624.0,0.22,Salaried,1,1
40,965669.0,256009.0,0,1,736.0,0.073,Salaried,0,0
62,426683.0,450040.0,4,2,670.0,0.314,Business Owner,1,1
63,604708.0,80343.0,20,1,775.0,0.082,Salaried,0,0
56,623899.0,641091.0,19,3,749.0,0.316,Salaried,2,1
22,765563.0,265349.0,11,1,583.0,0.094,Salaried,0,0
39,968054.0,247671.0,24,2,511.0,0.113,Salaried,0,0
63,630585.0,494200.0,10,1,683.0,0.157,Salaried,0,0
54,681673.0,333682.0,16,1,625.0,0.117,Salaried,1,0
23,886072.0,152712.0,14,3,596.0,0.156,Salaried,1,0
60,357492.0,439105.0,15,1,622.0,0.259,Business Owner,1,1
32,462987.0,369402.0,16,0,795.0,0.096,Salaried,2,0
34,533939.0,470250.0,4,2,662.0,0.256,Salaried,2,0
24,632526.0,164315.0,4,1,831.0,0.094,Self-Employed,0,0
59,685270.0,133654.0,11,1,742.0,0.082,Business Owner,0,0
43,518542.0,395298.0,5,4,541.0,0.4,Salaried,0,0
32,1024130.0,236669.0,23,2,715.0,0.106,Salaried,1,0
28,476576.0,20000.0,24,3,799.0,0.257,Business Owner,2,0
35,588707.0,213885.0,24,2,537.0,0.179,Self-Employed,0,1
39,875641.0,395087.0,1,3,578.0,0.191,Business Owner,1,0
22,805716.0,192761.0,1,2,671.0,0.128,Salaried,0,0
23,630390.0,492305.0,14,4,636.0,0.348,Salaried,1,1
28,717206.0,225741.0,21,0,815.0,0.038,Business Owner,0,0
50,815669.0,286424.0,9,1,611.0,0.091,Business Owner,1,0
45,630403.0,57982.0,5,3,816.0,0.201,Salaried,0,0
64,777650.0,181079.0,16,1,568.0,0.079,Salaried,1,0
22,428547.0,272509.0,23,3,611.0,0.356,Salaried,1,1
22,648502.0,386908.0,18,0,706.0,0.072,Self-Employed,0,0
45,266430.0,328391.0,5,4,722.0,0.748,Salaried,1,1
24,433231.0,459178.0,0,0,692.0,0.127,Salaried,0,0
28,377288.0,20000.0,19,0,809.0,0.006,Salaried,0,0
61,910502.0,303843.0,10,0,826.0,0.04,Salaried,2,0
53,528139.0,278375.0,23,2,839.0,0.215,Self-Employed,0,0
44,697744.0,143782.0,7,0,673.0,0.025,Business Owner,0,1
26,424746.0,293739.0,1,3,751.0,0.366,Self-Employed,0,0
48,585521.0,188468.0,2,0,659.0,0.039,Business Owner,0,0
30,568199.0,364101.0,0,3,796.0,0.288,Salaried,0,1
61,439280.0,248193.0,16,2,495.0,0.25,Business Owner,1,0
32,821484.0,375732.0,13,2,629.0,0.152,Business Owner,0,0
22,258641.0,163734.0,11,1,664.0,0.231,Salaried,0,0
46,769285.0,490040.0,10,2,642.0,0.18,Salaried,0,1
35,1222816.0,359550.0,21,2,809.0,0.101,Salaried,0,0
56,445543.0,567120.0,23,4,569.0,0.512,Self-Employed,0,0
37,635260.0,279843.0,1,4,615.0,0.305,Salaried,0,1
54,279809.0,224831.0,7,2,585.0,0.382,Business Owner,1,1
52,621356.0,320352.0,2,1,678.0,0.126,Business Owner,2,0
53,238921.0,230008.0,0,4,608.0,0.785,Salaried,1,1
48,766325.0,144119.0,17,2,757.0,0.127,Business Owner,1,0
50,515316.0,302259.0,21,2,753.0,0.226,Business Owner,0,0
54,211918.0,290174.0,2,1,511.0,0.353,Salaried,0,1
44,334567.0,202488.0,15,1,510.0,0.192,Salaried,0,1
50,268357.0,242389.0,9,3,747.0,0.556,Business Owner,0,1
36,558784.0,153969.0,12,1,712.0,0.105,Salaried,2,0
56,812752.0,321673.0,22,4,553.0,0.244,Business Owner,0,1
28,532206.0,98379.0,15,3,678.0,0.248,Business Owner,1,0
22,356903.0,554528.0,16,4,581.0,0.635,Salaried,1,0
59,432614.0,304631.0,22,2,745.0,0.269,Business Owner,0,1
57,645155.0,441665.0,16,0,575.0,0.082,Salaried,0,0
39,150000.0,119576.0,6,3,631.0,0.896,Salaried,0,1
45,748496.0,351719.0,4,2,719.0,0.163,Self-Employed,0,0
49,707227.0,280041.0,6,3,685.0,0.217,Salaried,1,1
26,150000.0,447576.0,3,4,765.0,1.425,Salaried,0,1
24,880019.0,431027.0,24,2,714.0,0.15,Self-Employed,0,0
44,247760.0,53986.0,21,4,561.0,0.672,Salaried,0,1
36,565315.0,472645.0,12,3,700.0,0.313,Salaried,0,1
38,877197.0,75740.0,0,3,590.0,0.147,Salaried,1,0
25,245296.0,501405.0,0,1,797.0,0.408,Self-Employed,1,0
29,197361.0,292083.0,19,4,808.0,0.988,Salaried,0,1
36,360105.0,120234.0,19,1,772.0,0.151,Salaried,0,0
60,367649.0,406168.0,23,4,857.0,0.568,Salaried,1,0
53,579231.0,305862.0,14,3,745.0,0.271,Salaried,0,0
64,491998.0,151004.0,7,0,799.0,0.037,Salaried,1,0
36,498064.0,188910.0,1,0,757.0,0.046,Business Owner,0,0
44,501044.0,371855.0,21,2,752.0,0.249,Self-Employed,0,1
51,568099.0,93934.0,9,0,751.0,0.02,Business Owner,1,0
43,416880.0,170426.0,22,2,705.0,0.241,Business Owner,0,0
26,682321.0,578715.0,14,0,826.0,0.102,Self-Employed,1,0
49,608049.0,184521.0,12,3,593.0,0.234,Business Owner,2,0
37,380159.0,355759.0,21,1,555.0,0.218,Business Owner,1,0
48,1018231.0,367334.0,18,0,619.0,0.043,Self-Employed,2,1
39,323196.0,444643.0,16,0,808.0,0.165,Business Owner,3,0
51,774052.0,432436.0,2,4,659.0,0.274,Business Owner,0,0
43,441560.0,20000.0,15,0,615.0,0.005,Salaried,0,1
26,690284.0,227090.0,5,3,613.0,0.213,Business Owner,1,0
31,726872.0,478352.0,18,3,718.0,0.244,Business Owner,1,0
43,803281.0,181044.0,5,0,676.0,0.027,Salaried,1,0
51,929482.0,574550.0,10,0,777.0,0.074,Self-Employed,0,0
30,421576.0,337649.0,23,4,655.0,0.476,Business Owner,0,1
59,1253184.0,116304.0,20,2,754.0,0.075,Business Owner,0,0
33,702636.0,385441.0,15,1,611.0,0.123,Salaried,0,0
56,429569.0,593368.0,18,2,724.0,0.352,Salaried,1,0
63,307621.0,199197.0,7,3,900.0,0.468,Self-Employed,0,0
22,1139994.0,384477.0,2,4,665.0,0.181,Self-Employed,1,0
64,983238.0,167090.0,2,2,671.0,0.102,Self-Employed,1,0
42,610303.0,212184.0,18,1,759.0,0.107,Self-Employed,1,0
38,785762.0,317643.0,4,4,602.0,0.252,Self-Employed,0,1
36,910826.0,377836.0,22,0,644.0,0.05,Self-Employed,0,1
64,637636.0,353649.0,11,1,637.0,0.129,Self-Employed,2,0
46,520549.0,332334.0,23,4,701.0,0.384,Business Owner,0,0
37,608142.0,663679.0,4,2,571.0,0.263,Salaried,0,0
24,804876.0,137106.0,11,0,796.0,0.02,Salaried,1,0
44,621322.0,20000.0,13,1,692.0,0.068,Salaried,0,0
53,340126.0,385089.0,3,3,696.0,0.489,Salaried,1,1
58,786410.0,328932.0,24,4,668.0,0.254,Salaried,0,0
39,228604.0,83877.0,14,0,678.0,0.044,Salaried,1,1
37,448113.0,560932.0,19,4,496.0,0.507,Salaried,1,0
62,895418.0,194798.0,2,0,784.0,0.026,Self-Employed,1,0
29,670440.0,87827.0,22,4,611.0,0.254,Salaried,0,1
21,669494.0,364351.0,14,4,747.0,0.304,Self-Employed,0,0
39,640896.0,397612.0,1,4,669.0,0.324,Salaried,0,1
39,849053.0,656520.0,18,3,665.0,0.234,Salaried,1,0
21,605476.0,68893.0,9,0,721.0,0.014,Salaried,2,0
42,178184.0,108240.0,14,0,816.0,0.073,Salaried,2,0
40,671916.0,259323.0,20,3,674.0,0.225,Business Owner,0,0
57,150000.0,234594.0,17,1,635.0,0.454,Salaried,1,0
22,155324.0,289653.0,23,4,719.0,1.254,Self-Employed,1,1
54,972692.0,193640.0,18,3,483.0,0.147,Salaried,0,1
22,850292.0,65298.0,22,3,612.0,0.15,Self-Employed,2,0
29,511989.0,233193.0,11,0,602.0,0.055,Salaried,0,1
61,599419.0,407986.0,3,0,652.0,0.082,Salaried,0,0
34,635478.0,420240.0,6,4,571.0,0.331,Salaried,0,0
49,841579.0,201554.0,12,3,749.0,0.171,Self-Employed,1,0
53,442242.0,382261.0,19,0,656.0,0.104,Salaried,0,1
39,417835.0,363463.0,22,2,692.0,0.296,Salaried,0,0
39,474625.0,226320.0,12,2,682.0,0.226,Salaried,1,1
39,646980.0,247893.0,7,4,656.0,0.293,Self-Employed,0,0
32,675182.0,307966.0,17,0,628.0,0.055,Self-Employed,2,0
42,527099.0,724154.0,14,3,785.0,0.393,Business Owner,1,1
61,786737.0,325998.0,9,2,748.0,0.151,Business Owner,1,0
31,385655.0,166553.0,23,1,801.0,0.156,Salaried,0,0
58,598497.0,276921.0,22,0,668.0,0.056,Self-Employed,0,0
40,459951.0,216769.0,22,1,703.0,0.144,Salaried,2,0
36,389244.0,473547.0,9,0,710.0,0.146,Salaried,2,0
56,891709.0,20000.0,1,1,655.0,0.048,Salaried,1,1
45,543826.0,135494.0,15,1,678.0,0.103,Salaried,1,0
48,389252.0,426937.0,6,4,551.0,0.543,Salaried,0,1
61,624696.0,364628.0,15,3,586.0,0.262,Salaried,1,1
64,390253.0,305632.0,2,4,607.0,0.504,Self-Employed,1,1
30,749838.0,410369.0,13,2,589.0,0.172,Self-Employed,0,0
48,806929.0,100164.0,5,1,716.0,0.064,Self-Employed,1,0
61,846520.0,356671.0,19,2,710.0,0.145,Salaried,2,0
24,377632.0,128645.0,22,3,714.0,0.359,Salaried,1,1
59,582863.0,106904.0,6,2,660.0,0.159,Business Owner,0,0
33,1030766.0,376992.0,3,2,762.0,0.122,Business Owner,1,0
52,567706.0,180554.0,1,2,755.0,0.179,Salaried,1,0
30,900566.0,247278.0,21,4,727.0,0.211,Self-Employed,0,0
51,959429.0,396325.0,3,0,654.0,0.05,Business Owner,0,1
49,305558.0,143184.0,2,2,805.0,0.318,Salaried,0,0
51,888749.0,393987.0,10,2,586.0,0.143,Self-Employed,0,0
25,785741.0,642162.0,15,3,550.0,0.251,Self-Employed,0,0
44,813654.0,271519.0,17,0,576.0,0.04,Business Owner,0,0
34,996661.0,447314.0,13,2,778.0,0.134,Business Owner,0,0
46,720063.0,418845.0,3,0,689.0,0.07,Business Owner,2,0
63,634306.0,109823.0,21,2,634.0,0.147,Self-Employed,0,0
29,754125.0,94669.0,10,1,495.0,0.068,Salaried,1,0
46,539141.0,302560.0,15,4,663.0,0.364,Salaried,1,0
45,728207.0,20000.0,15,0,601.0,0.003,Salaried,1,1
27,164048.0,308651.0,7,4,513.0,1.201,Salaried,0,1
50,1005652.0,341346.0,5,0,768.0,0.041,Salaried,1,0
48,497169.0,373276.0,13,4,683.0,0.412,Salaried,0,0
42,738146.0,370453.0,16,2,792.0,0.169,Salaried,0,0
55,686774.0,504621.0,7,1,680.0,0.146,Salaried,0,0
50,640000.0,251948.0,16,0,726.0,0.047,Self-Employed,0,0
31,641616.0,507411.0,10,4,626.0,0.344,Salaried,0,1
41,631017.0,383174.0,5,4,731.0,0.326,Self-Employed,1,1
29,247789.0,382866.0,17,2,649.0,0.508,Self-Employed,0,1
56,493496.0,279332.0,22,4,730.0,0.392,Self-Employed,1,0
48,884908.0,448097.0,18,0,698.0,0.061,Salaried,0,0
52,386373.0,188871.0,23,3,593.0,0.369,Salaried,1,1
44,378929.0,413292.0,21,1,683.0,0.236,Business Owner,2,1
24,1091879.0,472727.0,23,1,695.0,0.089,Self-Employed,0,0
26,887646.0,201691.0,7,3,625.0,0.162,Self-Employed,1,0
54,967485.0,158781.0,5,3,672.0,0.144,Business Owner,1,0
47,613199.0,188340.0,0,0,756.0,0.037,Salaried,0,0
33,676458.0,297163.0,8,0,780.0,0.053,Salaried,0,0
47,787163.0,358455.0,6,1,687.0,0.105,Salaried,1,0
24,742180.0,436371.0,13,4,499.0,0.286,Salaried,2,1
37,595963.0,591199.0,13,0,742.0,0.119,Salaried,0,0
26,286661.0,549913.0,20,3,829.0,0.649,Salaried,0,0
42,450475.0,345070.0,3,0,663.0,0.092,Salaried,1,0
35,276257.0,244631.0,0,2,613.0,0.396,Salaried,0,0
58,968152.0,120444.0,1,1,706.0,0.056,Self-Employed,1,0
44,524104.0,428694.0,6,2,699.0,0.251,Business Owner,1,0
64,573149.0,382164.0,1,4,752.0,0.359,Salaried,1,0
35,677165.0,261092.0,16,1,631.0,0.105,Salaried,0,0
59,616825.0,278481.0,10,0,822.0,0.054,Salaried,0,0
29,731247.0,285750.0,5,4,755.0,0.266,Salaried,0,0
51,472443.0,20000.0,17,3,600.0,0.259,Salaried,1,1
54,270071.0,294968.0,5,3,765.0,0.575,Business Owner,0,0
62,1005016.0,353053.0,10,0,672.0,0.042,Business Owner,3,0
37,451684.0,284708.0,24,0,737.0,0.076,Business Owner,1,0
54,504522.0,142023.0,11,4,711.0,0.351,Salaried,0,1
59,432423.0,310531.0,15,0,686.0,0.086,Business Owner,2,1
39,487607.0,376316.0,5,4,707.0,0.421,Self-Employed,0,0
31,614748.0,576925.0,17,3,648.0,0.308,Business Owner,3,1
46,777615.0,464423.0,15,0,623.0,0.072,Salaried,0,0
51,373709.0,393605.0,2,1,663.0,0.233,Salaried,2,1
26,674348.0,295668.0,11,3,659.0,0.231,Salaried,0,0
36,458325.0,100303.0,7,2,713.0,0.201,Salaried,0,1
46,878035.0,232245.0,14,4,697.0,0.214,Business Owner,0,0
58,333023.0,95875.0,3,3,552.0,0.395,Self-Employed,0,1
35,630952.0,287913.0,15,1,749.0,0.118,Salaried,2,0
49,767982.0,465442.0,6,1,678.0,0.125,Salaried,1,0
53,303915.0,462737.0,21,1,751.0,0.314,Salaried,0,1
50,632341.0,441118.0,3,3,736.0,0.273,Self-Employed,0,1
29,640226.0,306791.0,17,2,704.0,0.182,Self-Employed,2,0
25,428909.0,454213.0,2,3,727.0,0.407,Salaried,3,1
28,558697.0,262288.0,7,1,567.0,0.128,Self-Employed,0,0
54,828187.0,20000.0,19,0,806.0,0.003,Salaried,1,0
44,661519.0,324488.0,13,0,837.0,0.059,Salaried,1,1
36,513976.0,309371.0,6,2,733.0,0.228,Salaried,0,0
22,559814.0,38877.0,8,4,641.0,0.294,Salaried,0,1
53,705925.0,223052.0,22,4,738.0,0.265,Self-Employed,2,0
40,889009.0,20000.0,21,1,655.0,0.048,Self-Employed,0,0
58,783137.0,231154.0,0,3,813.0,0.189,Salaried,2,0
42,768591.0,487414.0,5,2,647.0,0.18,Salaried,0,0
26,954147.0,205430.0,8,1,590.0,0.068,Salaried,0,0
56,261272.0,503120.0,3,2,616.0,0.537,Self-Employed,2,0
21,285217.0,338121.0,7,1,623.0,0.283,Self-Employed,1,1
38,150000.0,190954.0,1,4,740.0,1.219,Salaried,0,1
54,790061.0,33685.0,10,4,679.0,0.208,Salaried,1,0
41,150000.0,417547.0,17,4,705.0,1.401,Salaried,0,1
63,594306.0,404630.0,14,3,655.0,0.284,Salaried,1,1
46,771522.0,77647.0,5,4,788.0,0.219,Salaried,2,0
60,293278.0,239313.0,12,1,684.0,0.234,Business Owner,0,1
58,456564.0,471653.0,17,1,700.0,0.212,Business Owner,1,1
40,544800.0,189995.0,8,2,809.0,0.189,Salaried,2,0
